...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
𒇻𒀸𒅆𒀸𒋩𒀀𒀀𒋗𒌋𒌓𒉌𒅖𒈛𒋗𒉡𒌒𒌓𒉌𒅅𒈬𒊒	lu ina IGI {LU₂~v}-aš-šur-a.a šu-u-tu₂ ni-iš-luh-šu-nu ar₂-hiš ni-ig-mu-ru 	had it been at the disposal of the Assyrians, we would have retrieved it from them and quickly finished it!
...𒊮𒁉𒆷𒂵𒈨𒇻𒈮𒋰𒇷	... ŠA₃-bi la ga-me-lu muq-tab-li 	... of the unmerciful, fighting heart
𒅔𒈾𒈥𒀀𒋫𒀀𒀀𒆠𒂊𒆷𒆤𒌓𒀭𒉌𒌓𒀀𒈾𒈗𒂗𒅀𒄿𒉺𒅁𒉺𒊏𒀯𒀸𒁁𒀸𒊺𒊑𒂊𒋾𒄿𒆲𒀀𒈾𒃻𒊺𒊏𒀀𒋾𒄿𒃮𒁉𒋳𒈠...𒄿𒃮𒁉𒌑𒈠𒀀𒀯𒀸𒁁𒆷𒅔𒈾𒈥	in-na-mar a-ta-a a-ke-e la ket-tu₂ an-ni-tu₂ a-na LUGAL EN-ia i-šap-pa-ra {MUL}-dil-bat ina še-re-e-ti i-kun a-na ša₂—še-ra-a-ti i-qab-bi šum-ma ... i-qab-bi u₂-ma-a {MUL}-dil-bat la in-na-mar 	Why does one so deceitfully send such (a report) to the king,  my lord? "Venus is stable in the morning": (this) signifies  "morningtime." If ... , it signifies ... (But) Venus is not  visible at present. 
𒀭𒉺𒌆𒀸𒂍𒋗𒈫𒂍𒋗𒈫𒆏𒈫	{d}-PA.TUG₂ ina E₂—ŠU.2 E₂—ŠU.2 KAB MIN 	Nusku in the left side room of ditto.
𒀸𒌺𒋙𒉡𒅖𒈬𒌑𒅅𒋻𒊏𒁍𒈗𒌓𒅗𒊩𒅆𒂟𒈨𒌍𒅗𒈠𒀪𒁹𒅅𒁍𒌋𒀸𒈤𒊑𒅀	ina UKKIN-šu₂-nu iš-mu-u₂ ik-tar-ra-bu LUGAL-ut-ka {MI₂}-SIG₅-MEŠ-ka ma-aʾ-diš iq-bu-u ina mah-ri-ia 	They heard  (this) in their assembly, blessed your kingship, and commended your good deeds greatly in my presence.
𒌗...𒌓𒐈𒄰𒅆𒈬𒁹𒁕𒀜𒁲𒄿𒇽𒅆𒁾	{ITI}-... UD.3.KAM lim-mu {m}-da-ad-di-i {LU₂}-AGRIG 	... , the third day, eponymy of Daddî, the treasurer (622*).
𒁹𒁍𒌋𒍪𒆪𒁴𒈨...𒇽𒃲𒄯𒁉𒇽𒃲𒄯𒁉𒊭𒂍𒃲𒄿𒁕𒀭	01 bu-u-zu ku-dim-me ... {LU₂}-GAL—har-bi {LU₂}-GAL—har-bi ša E₂.GAL i-da-an 	The ploughmaster of the palace gives one glass of cardamom ... 
𒀀𒁲𒂊𒃻𒁹𒀸𒋩𒉽𒀸𒌋𒌋𒆳𒀸𒋩𒆠𒌉𒁹𒀭𒌍𒉽𒈨𒌍𒋢𒌋𒌋𒆳𒀸𒋩𒆠𒈠𒋬𒁹𒁀𒀀𒇻𒌋𒌋𒆳𒀫𒊑𒋬𒁹...𒋬𒆳𒀫𒊑𒃮𒁉𒋙𒌉𒃲...	a-de-e ša₂ {1}-aš-šur—PAB—AŠ MAN KUR—aš-šur {KI} DUMU {1}-{d}-30—PAB-MEŠ—SU MAN KUR—aš-šur {KI} ma TA@v {1}-ba-a-lu MAN {KUR}-ṣur-ri TA@v {1}-... TA@v {KUR}-ṣur-ri gab-bi-šu₂ TUR GAL ... 	The treaty of Esarhaddon, king of Assyria, son of Sennacherib likewise king of Assyria, with Baal, king of Tyre, with ... , his son, and his other sons and grandsons, with all Tyrians, young and old ... 
𒅅𒊑𒁁𒋗𒉡𒀸𒂵𒄠𒈬𒊑𒃲𒈨𒌍𒇽𒃻𒊕𒌋𒌋𒈨𒌍𒌌𒋫𒈾𒀝𒈾𒉡𒄊𒈨𒌍𒊭𒌋𒌋𒌑𒈾𒋗𒄣𒈗𒅖𒌅𒆠𒆦𒀭𒉣𒉆𒉪𒊻𒍝𒀀𒀀𒈾𒂍𒃲𒅆𒅖𒊺𒅕𒁹𒈠𒈾𒋫𒀀𒀭𒇡𒉺𒇽𒈨𒌍𒊭𒌋𒌋𒅖𒅆𒌑𒉌𒄿𒆷𒆥𒌑𒌆𒇻𒁄𒋫𒀀𒁲𒌀𒇷𒊭𒇽𒁾𒊬𒌷𒇽𒁾𒊬𒌷𒄿𒆷𒆥	ik-ri-be-šu-nu ina ga-am-mu-ri GAL-MEŠ {LU₂}-ša₂—SAG—MAN-MEŠ ul-ta-na-ak-na-nu GIR₃-MEŠ ša MAN u₂-na-šu-qu LUGAL IŠ-TU KI.KISAL {d}-NUN.NAM.NIR uṣ-ṣa-a a-na E₂.GAL-lim iš-še-er 01 MA.NA.TA.AM₃ ṣar-pa LU₂-MEŠ ša MAN iš-ši-u₂-ni i-la-qi-u₂ {TUG₂}-lu-bul₃-ta a-di til-li-ša {LU₂}-DUB.SAR—URU {LU₂}-DUB.SAR—URU i-la-qi 	Having finished their blessings, the magnates and the royal eunuchs prostrate themselves and kiss the king’s feet. The king leaves the Court of Nunnamnir and goes straight to the palace. The gentlemen who carried the king collect one mina of silver each; the city scribe takes the garment with its appurtenances.
𒌓𒌋𒌋𒄰𒍣𒄿𒉡𒌑𒊓𒊑𒅀𒈫𒌓𒈨𒌍𒈠𒀪𒁕𒄿𒍪𒉡𒌦	UD 20-KAM zi-i-nu u₂-sa-ri-ia 02 UD-MEŠ ma-aʾ-da i-zu-nu-un 	It started to rain on the 20th day, and it rained heavily for two days.
𒌑𒄫𒈠𒁹𒄀𒊒...𒈬𒌁𒉈𒈨𒈬𒌁𒉈𒈨𒊭𒁹𒀭𒌋𒄥𒈬𒆕𒀸𒊮𒁉𒄘𒌦𒍏𒈨𒌍	u₂-piš-ma {1}-gi-ru-... {LU₂~v}-mu-tir—ṭe₃-me {LU₂~v}-mu-tir—ṭe₃-me ša {1}-{d}-U.GUR—MU—DU₃ ina ŠA₃-bi GU₂.UN URUDU-MEŠ 	Giru... , information officer of Nergal-šumu-ibni, has contracted and acquired it for a talent of copper.
𒌗𒀊𒌓𒌋𒌋𒁹𒆚𒁹𒀭𒀝𒊩𒅆𒋙𒉡𒇽𒁾𒊬𒈗𒇽𒁾𒊬𒈗𒀀𒈾𒌷𒊮𒌷𒄿𒊑𒅗...𒀸𒄑𒆥𒅕𒋛𒆗𒈨𒌍𒋫𒂍𒇽𒃻𒆳𒇽𒃻𒆳𒈾𒍮𒉌𒀸𒌋𒅗𒈦𒆠𒀉𒋾𒄿𒈭𒍮	{ITI}-AB UD 21-KAM₂ {1}-{d}-AG—šal-lim-šu₂-nu {LU₂}-DUB.SAR—LUGAL {LU₂}-DUB.SAR—LUGAL a-na {URU}-ŠA₃—URU i-tal-ka ... ina {GIŠ}-qi-ir-si KALAG-MEŠ TA E₂ {LU₂}-GAR.KUR {LU₂}-GAR.KUR na-ṣu-ni ina UGU maš-ki-it-ti i-tah-ṣu 	On the 21st of Tebet (X), the royal scribe, Nabû-šallimšunu, came to the Inner City... s were brought in big carts from the house of the governor and slain on the altar.
𒆳𒄷𒆜𒅗𒀀𒀀𒄿𒊓𒀊𒊏𒋙𒈠𒀀𒆷𒁕𒀀𒀀𒌷...𒈠𒀀𒌷𒉡𒊏𒀀𒀀𒊭𒋫...	{KUR}-hu-buš-ka-a.a i-sa-ap-ra-šu₂ ma-a la {LU₂~v}-da-a.a-URU ... ma-a {URU}-nu-ra-a.a ša TA ... 	the Hubuškian wrote to him, saying: "They are no spies; they are Nuraeans who have run away from ... "
𒁶...	GIM ... 	If he sends him, will ... 
...𒈗𒄿𒈾𒉘𒉌𒋙𒉡𒂗𒆤𒆠𒇷𒁍𒋙𒈗𒆗𒉡𒇷𒀪𒌑𒅇𒆠𒄿𒉡𒀜𒋫𒂗𒆤𒆠𒆠𒈠𒁷𒌁𒆠𒈠𒂗𒈗𒈨𒌍𒀖𒄢𒁾𒉿𒋗𒌑𒈗𒁹𒁲𒄿𒉌𒆷𒄿𒄣𒌌...𒅅𒋫𒁉𒌝𒈠𒇻𒌑𒈗𒇻𒌑𒇽𒄘𒂗𒈾𒇻𒌑𒇽𒀝𒈝𒇻𒌑𒇽𒃻𒉿𒊒𒃻𒅋𒆪𒌋𒅗𒌓𒄒𒉣𒆠𒂗𒆤𒆠𒅇𒁷𒌁𒆠𒅖𒊕𒃶𒌑𒈠𒁾𒋝𒆪𒂍𒈨𒌍𒀭𒈨𒌍𒅎𒈪𒁺𒀭𒉡𒌅𒀭𒈨𒌍𒃲𒈨𒌍𒅅𒂵𒄖𒈠𒌌𒅕𒊒𒁍𒀀𒈾𒆠𒄑𒍢𒋙𒉡𒄿𒉌𒅁𒄫o𒈗𒁁𒉌𒇺𒃻𒀠𒅇𒁾𒉿𒇺𒋗𒉏𒈠𒀸𒉺𒀭𒈗𒇸𒋢𒌑o	... LUGAL i-na ram-ni-šu₂-nu EN.LIL₂ {KI} li-pu-šu₂ LUGAL dan-nu le-ʾu-u₂ u₃ ki-i-nu at-ta EN.LIL₂ {KI} ki-ma TIN.TIR {KI} ma EN LUGAL-MEŠ lid-gul ṭup-pi šu-u₂ LUGAL ana di-i-ni la i-qu-ul ... iq-ta-bi um-ma lu-u₂ LUGAL lu-u₂ {LU₂}-GU₂.EN.NA lu-u₂ {LU₂}-ak-lum lu-u₂ {LU₂}-ša₂-pi-ru ša₂ il-ku UGU UD.KIB.NUN {KI} EN.LIL₂ {KI} u₃ TIN.TIR {KI} iš-šak-kan-u₂-ma tup-šik-ku E₂-MEŠ DINGIR-MEŠ im-mi-du an-nu-tu DINGIR-MEŠ GAL-MEŠ ig-ga-gu-ma ul ir-ru-bu a-na ki-iṣ-ṣi-šu₂-nu i-ne₂-ep-piš o LUGAL be-li₂ liš-ša₂-al u₃ ṭup-pi liš-šu-nim-ma ina pa-an LUGAL lil-su-u₂ o 	You are a strong, able and righteous king. May the lord of kings attend to Nippur in the same way as to Babylon. The well-known tablet, 'If a king does not heed justice' ... says: "Be it a king, a šandabakku, an overseer, or an administrator, who puts state service on Sippar, Nippur and Babylon, and imposes corve on the houses of the gods, these great gods will become angry and not enter their chapels." It will happen. The king, my lord, should inquire (about it) and let them bring the tablet and read it in the king's presence.
...𒀭𒈨𒌍𒁹𒊩𒅆𒂟𒃌𒈨𒌍𒀀𒀭𒈨𒌍𒅇𒀀𒆗𒈨𒌍𒅅𒈨𒌍	... DINGIR-MEŠ ana {MI₂}-SIG₅ GALGA-MEŠ A.AN-MEŠ u₃ A.KAL-MEŠ GAL₂-MEŠ 	... the gods will make a favorable decision about ... ; there will be rains and floods.
𒄿𒈾𒊮𒁉𒐊𒀀𒈾𒁹𒅆𒄿𒌑𒋫𒀜𒁷𒅇𒐍𒀸𒉺𒉌𒆪𒉡	i-na ŠA₃-bi 05 a-na {1}-ši-i-u₂ ta-ad-din u₃ 08 ina pa-ni-ku-nu 	You (sg.) gave five of them to Šiyu, but eight (remain) in your (pl.) presence.
...𒆳𒋙𒀀𒈾𒍥𒁕	... KUR-šu₂ a-na ZID₂.DA 	... his land for flour
𒃻𒀸𒈬𒈨𒌍𒀭𒉡𒋾𒁹𒂗𒈬𒄿𒉺𒅆𒂅𒈠𒀭𒈨𒌍𒃲𒈨𒌍𒄑𒍣𒅖𒇷𒆸𒈬𒋙	ša₂ ina MU.MEŠ an-nu-ti 1-en MU i-pa-ši-ṭu-ma DINGIR.MEŠ GAL.MEŠ iz-zi-iš li-kil-mu-šu₂ 	Whoever erases one name from these names, may the great gods angrily look with disfavor upon him.
𒀀𒁍𒌓𒆪𒌦𒌓𒅆𒄿𒋾𒉈𒈬𒀀𒉌𒌑𒈫𒋗𒐈𒋗𒀀𒆠𒀀𒉌𒂊𒀀𒋛𒈨o𒀀𒈾𒆪𒀭𒉡𒋆𒂗𒉣𒋗𒀀𒈾𒇡	a-bu-tu₂ ku-un-tu₂ ši-i-ti ṭe₃-mu a-ni-u₂ 02-šu 03-šu a-ki a-ni-e a-se-me o a-na-ku an-nu-rig EN.NUN-šu a-na-ṣar 	It is a substantiated rumor; I have heard it reported like this many times. I am keeping an eye on him now.
𒀸𒌋𒅗𒇽𒊕𒇻𒌋𒋼𒊭𒈗𒂗𒀸𒌋𒅗𒀴𒋙𒅖𒁓𒀭𒉌𒁹𒈨𒐕𒍣𒈨𒌍𒊩𒈬𒋼𒊭𒋬𒌷𒋛𒀪𒈨𒂊𒅋𒇷𒆪𒉌𒉌𒀀𒋫𒀾𒊏	ina UGU {LU₂}-šag-lu-u-te ša LUGAL EN ina UGU {LU₂~v}-ARAD-šu₂ iš-pur-an-ni 01 me 60 ZI-MEŠ šal-mu-te ša TA@v {URU}-si-ʾi-me-e il-li-ku-ni-ni a-ta-aš₂-ra 	As to the deportees about whom the king my lord wrote to his servant, 160 healthy persons have come to me from the city of  Si'immê. I have checked and received them.
𒁹𒉽𒀸𒁹𒌉𒁹𒊩𒋙𒉽𒐈	{1}-PAB—AŠ 01 DUMU 01 MI₂-šu₂ PAB 03 	Ahu-iddina, 1 son, 1 wife of his: in all 3.
𒀀𒆥𒂊𒀀𒀀𒆥𒂊𒀀𒊭𒀀𒈾...𒀾𒁓𒌋𒉌𒀉𒊑𒅗𒅅𒁲𒁉𒀀	{LU₂~v}-A—KIN-e-a {LU₂~v}-A—KIN-e-a ša a-na ... aš₂-pur-u-ni it-tal-ka iq-ṭi-bi-a 	My messenger whom I sent to ... has come back and told me (this):
𒊑𒄭𒋼𒃻𒋃𒈨𒌍𒊭𒀸𒅆𒁹𒁺𒄿	re-he-te NIG₂.ŠID-MEŠ ša ina IGI {1}-GIN-i 	The remainder of the accounts that are at the disposal of Kenî.
𒌋𒌋𒈠𒄑𒃶𒁁𒑐𒄑𒌅𒁀𒆥𒃲𒌆𒌓𒃲𒌆𒌓	20 MA {GIŠ}-HE₂.MED n {GIŠ}-tu-ba-qi {LU₂~v}-GAL—TUG₂.UD {LU₂~v}-GAL—TUG₂.UD 	20 minas of red dye, 2 seahs of ... -wood: chief fuller.
𒁹𒀭𒅎𒈬𒋀𒇽...	{1}-{d}-IM—MU—ŠEŠ {LU₂}-... 	Adad-šuma-uṣur, the ... , ... 
𒄿𒉺𒋼𒌑𒄑𒍝𒍪𒌋𒌋𒄿𒋡𒁉𒀀𒋗𒉡𒈠𒀀𒅀𒈠𒌅𒉺𒄩𒋢𒇻𒅗𒅋𒍑𒅗𒉡𒅅𒂵𒊏𒊒𒄿𒃼𒊑𒁍𒅀𒈠𒌅𒀸𒈠𒍝𒀠𒋼𒋙𒄑𒍝𒊍	i-pa-te-u₂ iz-za-zu MAN i-qa-bi-a-šu-nu ma-a ia-ma-tu pa-ha-su lu-ka-il uš-ka-nu ig-ga-ra-ru i-qar-ri-bu ia-ma-tu ina ma-za-al-te-šu₂ iz-za-az 	The king tells them: “Each and everyone keep his office.” They prostrate themselves and roll (on the ground), approach, and each and everyone stands in his place.
𒋝𒆑𒋼𒀀𒊑𒆜𒉿𒅇𒍏𒆠𒆗𒊿𒌑𒊩𒈨...	sik-kat₃ kar-ri kas-pi u₃ URUDU qe₂-reb-šin u₂-šal-me ... 	I decorated them with silver (and) copper knobbed nails... 
𒆷𒄭𒂵𒊺𒄴𒌓𒃻𒀭𒊺𒊒𒌋𒀀𒀸𒄿𒁲𒃻𒀭𒊩𒌆𒆤𒇺𒆪𒉡	la DUG₃.GA še-eh-tu₂ ša₂ {d}-še-ru-u-a ina i-di ša₂ {d}-NIN.LIL₂ liš-ku-nu 	“Should they place the censer of Šerua beside that of Mullissu and perform (the sheep offerings on it)?” Favourable.
𒁹𒀯𒇻𒅂𒄞𒌓𒌋𒌋𒍝𒊍𒋢...	1 {MUL}-UDU.IDIM.GUD.UD man-za-as-su ... 	Mercury ... its position
𒁹𒉌𒌓𒀭𒂍𒀀𒌋𒌋𒁹𒉌𒌓𒀭𒁮𒆠𒈾𒐈𒉌𒌓𒈨𒌍𒀭𒈨𒌍𒆳𒋗𒁀𒊑𒈫𒉌𒌓𒈨𒌍𒀭𒁲𒋻𒈨𒌍𒊭𒆪𒊑𒀭	01 NA₄ {d}-E₂.A—MAN 01 NA₄ {d}-dam-ki-na 03 NA₄-MEŠ DINGIR-MEŠ {KUR}-šu-ba-ri 02 NA₄-MEŠ {d}-DI.KUD-MEŠ ša ku-tal DINGIR 	one stone (for) Ea-šarru, one stone (for) Damkina, three stones (for) the gods of Subartu, two stones (for) the Judges behind the God.
𒀸𒁁𒋫𒋫𒀀𒀀𒌑𒉺𒆷𒄷𒉡𒁕𒀊𒋫𒉌𒈠𒀭𒈾𒅗𒆷𒀾𒋙𒀀𒈾𒆪𒀀𒈾𒌋𒅗𒄭𒈗𒂗𒅀𒋫𒆪𒆷𒀝𒁹𒂆𒈦𒂆𒀀𒈾𒈨𒈨𒄿𒉌𒆷𒀀𒆗𒉡𒀀𒈾𒈗𒂗𒐊	ina bat-ta-ta-a.a u₂-pa-la-hu-nu ṭa-ab-ta-ni-ma an-na-ka la-aš₂-šu₂ a-na-ku a-na UGU-hi LUGAL EN-ia ta-ku-la-ak 01 GIN₂ 1/2 GIN₂ a-na mi₃-mi₃-i-ni la a-dan-nu a-na LUGAL EN-ia₂ 	They are systematically scaring me. There is no friend of mine here. I put my trust in the king, my lord. I do not give one shekel (or even) half a shekel to anybody but the king, my lord.
𒀸𒌋𒅗𒄑𒍪𒈨𒌍𒌍𒋗𒋾𒊭𒄿𒃻𒋻𒌋𒉌𒈗𒆠𒄿𒀭𒉌𒄿𒀸𒌋𒅗𒄭𒉌𒀉𒁺𒁍𒌒𒈠𒀀...𒁕𒁀𒁍𒊭𒀀𒈾𒀭𒉌𒄿𒅆𒂟𒌋𒉌...𒁕𒀭𒆕𒄣𒊒𒈠𒀪𒀜...𒈠𒀪𒀜𒀀𒆠𒌍𒋥𒈬𒈨𒌍...𒊻𒋛𒅅𒊺𒁉𒆷𒆷𒄯...𒊍𒊓𒉆𒈨𒊭𒌋𒌋𒁁𒇷𒆥𒀭𒉌	ina UGU {GIŠ}-ZU-MEŠ eš-šu-ti ša i-ša₂-ṭar-u-ni LUGAL ki-i an-ni-i ina UGU-hi-ni id-du-bu-ub ma-a ... da-ba-bu ša a-na an-ni-i SIG₅-u-ni ... da an kaq-qu-ru ma-ʾa-ad ... ma-ʾa-ad a-ki eš-rat MU-MEŠ ... us-si-ik še-bi-la la-mur ... as-sa-nam-me ša MAN be-li KIN-an-ni 	Concerning the new tablets that are being written, the king  has spoken as follows about us: "... the talk that is better than  this ... ; there is much space, there is much ... Assign some  ten ... sentences and send them to me, I shall have a look." — ... I continually listen to what the king, my lord, has written to me.
𒉽...𒆳𒈨𒌍𒌓𒈬𒀭𒉌𒌋𒂊𒋻𒁍𒌑𒉌𒈬𒋙𒀭𒉌𒌋𒅁𒁍𒋙	PAB ... KUR-MEŠ UD-mu an-ni-u e-tar-bu-u₂-ni mu-šu₂ an-ni-u ep-pu-šu₂ 	a total of x horses have come in today. They will handle  (them) tonight.
𒂟𒈨𒌍𒃮𒁍𒀸𒆳𒂊𒀸𒄑𒉠𒈨𒌍𒁉𒋼𒄑𒋙𒀀𒈨𒌍𒁉𒋼𒄑𒃡𒈨𒌍𒄿𒁀𒋙𒉌𒄿𒈾𒆠𒋢	{LU₂~v}-ERIM-MEŠ gab-bu ina KUR-e ina {GIŠ}-MURUB₄-MEŠ be₂-te {GIŠ}-ŠU₂.A-MEŠ be₂-te {GIŠ}-UR₃-MEŠ i-ba-šu₂-ni i-na-ki-su 	All (my) men are in the mountains, felling trees in groves where there are (trunks suitable for) door-beams and roof-beams.
𒋬𒌉𒄖𒈠𒉌...	TA@v {LU₂~v}-tur-gu-ma-ni ... 	with an interpreter ... :
𒈬𒃻𒆥𒌓𒈬𒃻𒉋𒌓𒉣𒈨𒂍𒍣𒁕...	mu-ša₂-qi-tu₂ mu-ša₂-pil₂-tu₂ NUN.ME E₂.ZI.DA ... 	She who raises and lowers, sage of Ezida.
𒅇𒃻𒁹𒅕𒀭𒍣𒆳𒌋𒌋𒈾𒀀𒀀𒁹𒊑𒋫𒀀𒆳𒂖𒆗𒀀𒀀𒂗𒌷𒈨𒌍𒂗𒌷𒈨𒌍𒃻𒆳𒂟𒆳𒌍𒄀𒁍𒋫𒀀𒀀𒃻𒆳𒂊𒆕𒋙𒉡𒃻𒆳𒀭𒌑𒅆𒀲𒆳𒊏𒈨𒌍𒉺𒊑𒂊𒀲𒌓𒊏𒋼𒄞𒈨𒌍𒍢𒂊𒉌𒌋𒅗𒋙𒉡𒈠𒌑𒆥𒆳𒋾𒌑𒈠𒄠𒁕𒈾𒄩𒊏𒀸𒆠𒆗𒆳𒀸𒋩𒆠	u₃ ša₂ {m}-ir-an-zi {KUR}-man-na-a-a {m}-dal-ta-a {KUR}-el-lip₂-a-a EN.URU.MEŠ EN.URU.MEŠ ša₂ {KUR}-ZALAG₂ {KUR}-sin-gi-bu-ta-a-a ša₂ KUR-e DU₃-šu₂-nu ša₂ KUR {d}-šam-ši ANŠE.KUR.RA.MEŠ pa-re-e {ANŠE}-ud-ra-te GU₄.MEŠ ṣe-e-ni UGU-šu₂-nu-ma u₂-kin šat-ti-šam-ma am-da-na-ha-ra ina qe₂-reb KUR aš-šur {KI} 	Moreover, as for Iranzu of the land Mannea, (iii 25) Daltâ of the land Ellipu, (and) the city rulers of the land Namri, the land (Bīt)-Singibūti (Bīt-Sangibūti), (and) of all of the eastern mountains — I imposed upon them horses, mules, Bactrian camels, oxen, (and) sheep and goats, (iii 30) (tribute that) I am to receive annually in Assyria.
𒄑𒉼𒈨𒌍𒊭𒁹𒌓𒈠𒊑𒌅𒌋𒌋𒆳𒉏𒈠𒆠𒆠𒆗𒆳𒉏𒈠𒆠𒍑𒋻𒊑𒄷𒀸𒊮𒁉𒅆𒈾𒀀𒈾𒁁𒄷𒍢𒂟𒄭𒀀𒆳𒀸𒋩𒆠𒂊𒊩𒌆𒈾𒆠𒆗𒆳𒀸𒋩𒆠𒄑𒉼𒈨𒌍𒃻𒋾𒈾𒊌𒁕𒈾𒅈𒊏𒁀𒀀𒈾...𒀭𒊹𒀭𒌍𒀭𒌓𒀭𒂗𒀭𒀝𒀭𒌋𒐊𒊭𒌷𒀏𒀭𒊬𒋥𒆤𒈬𒊑𒀭𒌋𒐊𒊭𒌷𒇹𒀭𒆠𒀭𒈦𒀭𒉺𒌆𒀭𒌋𒄥𒊭𒇽𒉽𒈨𒌍𒅀...𒅇𒋛𒀉𒌅𒋾𒅎...	{GIŠ}-PAN.MEŠ ša {m}-tam-ma-ri-tu MAN {KUR}-ELAM.MA {KI} qe₂-reb {KUR}-ELAM.MA {KI} uš-tar-ri-hu ina lib₃-bi-ši-na a-na mit-hu-ṣi ERIM.HI.A KUR aš-šur {KI} e-nen-na qe₂-reb KUR aš-šur {KI} {GIŠ}-PAN.MEŠ ša₂-ti-na uq-ṭa-na-ar-ra-ba a-na ... AN.ŠAR₂ {d}-30 {d}-UTU {d}-EN {d}-AG {d}-15 ša {URU}-NINA {d}-šar-rat-kid-mu-ri {d}-15 ša {URU}-LIMMU₂-DINGIR {KI} {d}-MAŠ {d}-nusku {d}-U.GUR ša {LU₂}-KUR₂.MEŠ-ia ... u₃ si-it-tu-ti im-... 	(As for) the archers among whom Tammaritu, the king of the land Elam, had bragged within the land Elam about fighting with the troops of Assyria, now, inside Assyria, (viii 5) those archers were repeatedly coming close to my ... The deities Aššur, Sîn, Šamaš, Bēl (Marduk), Nabû, Ištar of Nineveh, Šarrat-Kidmuri, Ištar of Arbela, (viii 10) Ninurta, Nusku, (and) Nergal, who ... my foes ... Moreover, (as for) the rest, ... 
𒌷𒍝𒂍𒅆𒄿𒄷𒃲𒌑𒌌𒋼𒊑𒁺𒌋𒉌𒀸𒈦𒋡𒈨𒌍𒋙𒉡	URU ṣa-bit ši-i-hu GAL-u₂ ul-te-ri-du-u-ni ina MAŠ.QA-MEŠ-šu₂-nu 	The town is captured. They have brought the great šihu down on their shoulders.
𒁹𒇽𒀭𒀫𒌓𒌉𒁹𒀭𒀝𒃻𒁺𒌶𒌋𒁹𒆷𒀀𒁀𒅆𒀭𒀫𒌓𒌉𒁹𒀭𒌋𒄥𒈗𒌶...𒀜𒋙𒉡...𒈠...𒋾...𒂊𒋗𒉡𒌑𒉺𒀜𒁲𒊒𒀀𒈠𒀀𒋾𒋗𒉡	{m}-LU₂-{d}-AMAR.UTU DUMU {m}-{d}-AG-NIG₂.GUB-URU₃ u {m}-la-a-ba-ši-{d}-AMAR.UTU DUMU {m}-{d}-U.GUR-LUGAL-URU₃ ... AD-šu₂-nu ... ma ... ti ... e-šu-nu u₂-pa-aṭ-ṭi-ru a-ma-a-ti-šu-nu 	Amēl-Marduk, son of Nebuchadnezzar, and Lâbâši-Marduk, son of  Neriglissar, ... their fathers ... and ... their ... they made void. Their words
