...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
𒀸𒌗𒋛𒀀𒊺𒆥𒋻𒌓𒌋𒐉𒄰𒌍𒆠𒀭𒌓𒅔𒉆𒈥	ina {ITI}-DIRI.ŠE.KIN.KUD UD 14-KAM 30 KI {d}-UTU in-nam-mar 	In intercalary Adar (XII/2) on the 14th day the moon will be seen with the sun.
o𒃻𒀪𒀠𒋙𒉡𒌦𒈨𒌍𒄠𒈥...𒋾𒄑𒋛𒋙𒉡𒌑𒁺𒌋𒉌𒇷𒅅𒁍𒊩𒌨𒅗𒌦𒈨𒌍𒀭𒉡𒋾𒇷𒈬𒌓𒆷𒋫𒉺𒈛𒀭𒂗𒀭𒉺𒀭𒊩𒌆𒆤𒄑𒋛𒅗𒄑𒍝𒍪𒌒𒌓𒌦𒈨𒌍	o ša₂-ʾa-al-šu₂-nu UN-MEŠ am—mar ... ti is-si-šu₂-nu u₂-du-u-ni li-iq-bu-nik-ka UN-MEŠ an-nu-ti li-mu-tu₂ la ta-pa-lah₃ {d}-EN {d}-PA {d}-NIN.LIL₂ is-si-ka iz-za-zu ar₂-hiš UN-MEŠ 	Interrogate them! Let them tell you the ... people who conspire with them, and let these people die! Have no fear; Bel, Nabû and Mullissu are standing with you. Let the people die quickly, and rescue your life!
𒉽𒌍𒁹𒆪𒊓𒀀𒀀𒐏𒑆𒀲𒆳𒊏𒈨𒌍𒊭𒁁𒄬𒇷𒉽𒐕𒌋𒌋𒀲𒆳𒊏𒈨𒌍𒌓𒈬𒀭𒉌𒌋𒂊𒋻𒁍𒌋𒉌	PAB 31 ku-sa-a-a 49 {ANŠE}-KUR.RA-MEŠ ša BAD-HAL-li PAB 80 {ANŠE}-KUR.RA-MEŠ UD-mu an-ni-u e-tar-bu-u-ni 	a total of 31 Kushite (horses), 49 cavalry mounts — 80 horses  in all — have come in today.
...𒌝𒈠𒊮𒁍𒌑	... um-ma ŠA₃-bu-u₂ 	... saying: "Just as
𒉽𒐌𒌣𒌓𒅗𒁇𒌣𒌓𒅗𒁇𒁹𒐉𒁹𒐈𒊒𒂅𒐊...	PAB 07 SIMUG—UD.KA.BAR SIMUG—UD.KA.BAR 01 04 01 03 ru-ṭu 05 ... 	in all 7 bronzesmiths; 1 of 4 spans' height; 1 3 spans' height; 5 ... 
𒁹𒀭𒀸𒋩𒋀𒋧𒈾𒈗𒆳𒀸𒋩𒆠𒇷𒄑𒆸𒌨𒉿𒀉𒈠𒇽𒂗𒉆𒆳...𒀀𒁲𒂟𒈨𒌍𒀲𒆳𒊏𒈨𒌍𒂊𒈬𒄣𒈠𒀠𒊮𒁀𒋙𒌒𒇻𒇷𒀉𒆠𒀀𒈾𒂊𒋛𒅕𒌋𒌋𒁕𒀜𒋾𒃻𒀲𒆳𒊏𒈨𒌍𒇺𒁓𒈠	{1}-{d}-aš-šur—ŠEŠ—SUM-na LUGAL KUR—aš-šur {KI} li-iṣ-rim lik-pi-id-ma {LU₂}-EN.NAM {KUR}-... a-di ERIM-MEŠ {ANŠE}-KUR.RA-MEŠ e-mu-qu ma-al ŠA₃-ba-šu₂ ub-lu li-id-ki a-na e-se-er man-da-at-ti ša₂ {ANŠE}-KUR.RA-MEŠ liš-pur-ma 	Should Esarhaddon, king of Assyria, strive and plan? Should he summon the governor of ... along with men, horses, and army, as (great as) he wishes, and send them to collect a tribute of horses?
...𒉺𒄖𒀠...	... pa-gu-al ... 	... a libation jar ... 
𒀀𒈾𒆪...𒋙𒉡	a-na-ku ... šu₂-nu 	I will come out ... with them
𒉽𒐈𒀸𒆳𒇽...	PAB 03 ina KUR {LU₂}-... 	total, 3, in the Land of the ... Official;
...𒍜𒋾𒊭...	... {UZU}-TI ša ... 	... rib of ... ;
𒌓𒌋𒌋𒆚𒊭𒌗𒋗𒃲𒈨𒌍𒋬𒊮𒌷𒅀𒂊𒊑𒌑𒋫𒈪𒋗𒀀𒈾𒌷𒄵𒋼𒊭𒁹𒌋𒀖𒀀𒉌𒄿𒊑𒆪𒁹𒀭𒂍𒀀𒌋𒌋𒆕𒄿𒋛𒋗𒉡𒄿𒋫𒋃𒀀𒈾𒆪𒀸𒊮𒌷𒅀𒂊𒊑𒀀𒈾𒆪𒀀𒆠𒈗𒁁𒉌𒅅𒁍𒌋𒉌𒂗𒉣𒊭𒁹𒀀𒇉𒍝𒁀𒁀𒃻	UD 20-KAM₂ ša {ITI}-ŠU {LU₂~v}-GAL-MEŠ TA@v ŠA₃ {URU}-ie-e-ri u₂-ta-mi-šu a-na {URU}-bir-te ša {1}-10—rem₂-a-ni i-tal-ku {1}-{d}-E₂.A—MAN—DU₃ i-si-šu-nu i-ta-lak a-na-ku ina ŠA₃ {URU}-ie-e-ri a-na-ku a-ki LUGAL be-li₂ iq-bu-u-ni EN.NUN ša {1}-{ID₂}-za-ba—BA-ša₂ 	The magnates departed from Yeri on the 20th of Tammuz (IV) and went to Fort Adad-remanni; Ea-Šarru-ibni went with them. I am in Yeri, keeping watch over Zaba-iqiša, as the king, my lord, told me.
𒈾𒈪𒊑𒊭𒆍𒃲𒃮𒋛𒋼𒊭𒆍𒃲𒊭𒋡𒉌𒄿𒌅𒄣𒌅𒂍𒁹𒋼𒂍𒁹𒋼𒁹𒀉𒊭𒋡𒉌o𒂍𒈠𒇡𒋼𒂍𒈠𒇡𒋼𒊭𒌷𒂍𒁹𒋼𒂍𒁹𒋼𒁹𒀉𒋬𒊮𒁉𒋫𒌅𒄣𒌓	na-mi-ri ša KA₂.GAL qab-si-te ša KA₂.GAL ša qa-ni i-tu-qu-tu E₂—01-te E₂—01-te 01-et ša qa-ni o E₂—ma-ṣar-te E₂—ma-ṣar-te ša URU E₂—01-te E₂—01-te 01-et TA@v ŠA₃-bi ta-tu-qu-ut 	The watchtowers of the middlemost gate and the outer gate have collapsed; (and) one ... house outside the city garrison and one inside it have collapsed.
...𒊒𒌑𒀀𒀀	... {LU₂~v}-ru-u₂-a.a 	... the Ru'uean(s)
𒁁𒈾𒃻𒁁𒊕𒄈...	BE NA GAR BE SAG GIR₂ ... 	The 'station' is present. The beginning of the 'path' ... 
...𒆠𒀀𒁕𒈾...𒀀𒈾𒇽𒂇𒂍𒃲𒇽𒂇𒂍𒃲...𒄑𒉿𒀀𒁕𒈾	... ki a-da-na ... a-na {LU₂}-NIGIR—E₂.GAL {LU₂}-NIGIR—E₂.GAL ... is-pi a-da-na 	I shall deliver the ... to the governor of Arbela in ... ; I shall deliver the ... to the Palace Herald in ... ispi.
𒅎𒊩𒁕𒋫𒀀𒀀𒈾𒁹𒈬𒈬𒋀𒋙	IM {MI₂}-da-ta-a a-na {1}-MU—MU ŠEŠ-šu₂ 	A tablet of Datâ to her brother Šumu-iddina.
𒁹𒌑𒋛...	{1}-sam-si-... 	Samsi-... ,
𒆷𒋼𒉺𒃻𒈠𒀀...𒄿𒂄𒄷𒂅...𒅅𒉼𒉌𒀀...	la te-pa-ša₂ ma-a ... i-šah₂-hu-ṭu ... iq-ban-ni a-... 	They said: "... are glazing ... commanded me ... "
𒅎𒁹𒋫𒆠𒃻𒀀𒈾𒁹𒀸𒋩𒈗𒉽	IM {1}-ta-qi₂-ša₂ a-na {1}-aš-šur—LUGAL—PAB 	Letter of Taqiša to Aššur-šarru-uṣur.
𒆷𒀀𒄯𒂍...	la a-mur E₂ ... 	which I didn't see, the house ... 
𒄑𒉼...	{GIŠ}-BAN ... 	A bow ... 
𒅗𒀀𒁺𒌋𒂗𒉣	ka-a-du u EN.NUN 	the outpost and the garrison
𒂊𒍦𒃻𒀀𒈾𒂕𒊑𒅀𒂊𒍦𒃻𒆠𒊮𒁉𒋙𒌦𒄿𒁳𒁍𒁍𒈠𒄥𒈠𒁇𒈨𒌍	e-zib ša₂ a-na EGIR RI-ia e-zib ša₂ KI ŠA₃-bi-šu₂-un i-dab-bu-bu-ma GUR-ma BAR-MEŠ 	Disregard what happens after my stipulated term; disregard that they should think about it but turn back and go away... 
𒁁𒄒𒅆𒐖𒌍𒍢𒄷𒋛	BE gip₂-ši 150 ZE₂ U₅ 	The 'mass' rides upon the left side of the gall bladder.
𒁁𒍢𒁼𒈨𒌍𒃻𒌋𒐊𒍣𒐖𒌍𒄀𒈾	BE ZE₂ SUHUŠ-MEŠ-ša₂ 15 ZI 150 GI.NA 	The base of the gall bladder is loose on the right, firm on the left... 
𒋦𒄑𒊬𒊭𒁹𒉽𒂦	SUHUR {GIŠ}-SAR ša {1}-PAB—BAD₃ 	adjoining the vineyard of Ahu-duri,
...𒇻𒌑𒉣𒇻𒌑𒄊𒀴𒇻𒌑𒇽𒀝𒈝𒇻𒌑𒇽𒉡𒌉...	... lu-u₂ NUN lu-u₂ GIR₃.NITA₂ lu-u₂ {LU₂}-ak-lu₄ lu-u₂ {LU₂}-NU.BANDA₃ ... 	... whether prince, or viceroy, or overseer, or lieutenant ... 
...𒀀𒀀𒅗𒈨𒉌...	... a.a-ka-me-ni ... 	... anywhere
𒁁𒈝𒉆𒊒𒂊𒌀𒀭𒈨𒌍...	be-lum nam-ru e-tel DINGIR-MEŠ ... 	You sing: “Bright Lord, king of the gods” ... 
𒁲𒂊𒉡𒅗𒅗𒆷𒀾𒋙𒌋𒌋𒉡𒃻𒀸𒌨𒆧𒀸𒈠𒋼𒈠𒄿𒍝𒄣𒉺𒀀𒉌𒇻𒌋𒁹...𒆠𒆠𒇻𒌋𒌉𒈨𒌍𒋙	de-e-nu DUG₄.DUG₄ la-aš₂-šu₂ man-nu ša₂ ina ur-kiš ina ma-te-ma i-za-qu-pa-a-ni lu-u {1}-... ki-ki lu-u DUMU-MEŠ-šu₂ 	Whoever in the future, at any time, lodges a complaint, whether ... kiki or his sons, and seeks a lawsuit or litigation against Milki-nuri,
𒅆𒁹𒈤𒋛𒅀𒀀𒌋	IGI {1}-mah-si—ia-a-u 	Witness Mahsi-Ia'u.
𒀀𒈨𒌍𒊭𒀀𒇉𒁍𒋥𒋾𒈠𒆷...	A-MEŠ ša {ID₂}-pu-rat-ti ma-la ... 	All water from the Euphrates that ... 
...𒌑𒂙𒌷...	... u₂ BURU₁₄ URU ... 	... the harvest of the city ... 
𒈾𒄀𒌋...𒄿𒃮𒁍𒌋𒌋𒋙	na-gi-u ... i-qab-bu-niš-šu₂ 	A district of Urarṭu called ... 
𒀸𒁹𒂗𒌓𒈪𒌋𒐋𒆪𒋫𒀀𒀀𒀸𒆍𒃲𒀭𒍝𒂷𒂷𒃻𒆠𒆗𒁷𒌁𒆠𒀸𒉈𒅅𒈝	ina 1-en u₄-mi 16 ku-ta-a-a ina KA₂.GAL-{d}-za-ba₄-ba₄ ša₂ qe₂-reb TIN.TIR {KI} ina IZI iq-lu₄ 	On a <single> day he burned (alive) sixteen Cuthians with fire in the gate of the god Zababa, which is inside Babylon.
𒈫𒋼𒁓𒊭𒂍𒃲	02-te BUR ša E₂.GAL 	Second meal of the palace:
𒇽𒌷...𒇽𒋼𒀀𒀭𒌋𒄥𒀀𒀀...𒌋𒂍𒇽𒁕𒆪𒊒...𒈠𒆷𒁀𒋗𒌑𒁲𒈬𒅀𒀀𒅆𒊮𒁀𒆪𒉡𒇻𒌋𒁕𒀊𒆪𒉡𒅆	{LU₂}-{URU}-... {LU₂}-KAR—{d}-U.GUR-a.a ... u E₂—{LU₂}-da-ku-ru ... ma-la ba-šu-u₂ DI-mu ia-a-ši ŠA₃-ba-ku-nu lu-u ṭa-ab-ku-nu-ši 	The king’s word to NN, to ... , the people of Kar-Nergal ... and Bit-Dakkuri, old and young, every one of my servants: I am well, you can be glad.
𒄑𒋢𒄷𒊏𒌷𒋙𒋗𒌋𒌷...𒄴𒆏𒆏𒄿𒋡𒁍𒉌𒋙...𒊒𒋗𒌓𒀸𒃮𒀀𒀸𒊮𒁉𒀉𒊑𒅗𒆠𒄿𒊭𒈗𒁁𒉌𒉈𒂊𒈬𒅖𒆪𒈾𒀭𒉌𒉌𒄑𒋛𒋙𒀜𒁺𒁍𒌒𒉡𒆪𒁀𒋢𒊌...	is-su-hu-ra URU-šu₂ šu-u {URU}-... ah-kap-kap i-qa-bu-ni-šu₂ ... ru šu-tu₂ ina GABA-a ina ŠA₃-bi it-tal-ka ki-i ša LUGAL be-li₂ ṭe₃-e-mu iš-ku-na-an-ni-ni is-si-šu₂ ad-du-bu-ub nu-ku ba-su-uk-... 	That city of his is called ... ahkapkap, it is ... He met me there, and I spoke with him as the king, my lord, had ordered me, saying: "... 
𒈗𒄿𒋫𒁉𒄿𒈾𒊺𒄴𒋾𒊭𒋼𒇷𒋛𒌑𒊺𒋳𒐈𒋙𒋆𒂗𒁲𒀉𒆗𒈠𒆥𒂊𒋗𒌑𒂵𒈠𒅈𒅋𒋃𒄿𒈾𒌋𒅗𒄑𒍎𒍜𒁺𒊏𒀪𒀸𒊮𒀝𒇷𒃻𒀭𒀭𒇷𒋛𒆪𒌅𒌑𒃻𒆗𒇽𒈜𒈠𒉡𒄿𒁀𒋼𒂍𒁉𒉿𒄿𒍝𒄯𒍪𒈠𒊒𒄿𒅗𒃻𒁕𒄿𒈾𒀾𒅆𒄿𒈾𒊮𒀀𒉿𒄿𒋼𒀀𒊏𒅈𒋭𒈨𒌍𒉌𒈨𒌍𒁉𒈨𒌍𒃾𒈨𒌍𒄿𒈾𒌋𒅗𒄭𒄿𒋫𒁀𒀝	LUGAL i-ta-bi i-na še-eh-ti ša—te-li-si u₂-še-taq 03-šu₂ {ŠEM}-en-di id-dan ma-qe-e-šu u₂-ga-ma-ar il-lak i-na UGU {GIŠ}-BANŠUR {UZU}-du-ra-ʾu ina ŠA₃ ak-li GAR-an {d}-li-si-ku-tu u₂-ša₂-kal {LU₂}-NAR ma-nu i-ba-te E₂ kas₂-pi i-za-mur zu-ma-ru i-ka-ša₂-da i-na-aš₂-ši i-na ŠA₃ a-pi i-kar-ra-ar LAL₃-MEŠ I₃-MEŠ KAŠ-MEŠ GEŠTIN-MEŠ i-na UGU-hi i-ta-ba-ak 	The king rises and swings the purification device on the censer, gives incense thrice, and completes his libations. He goes to place the foreleg on the loaves upon the table and feeds Lisikutu. The singer intones, “Who opens the house of silver?” (When) he reaches the refrain, he lifts it up, throws it into the pit, and pours honey, oil, beer and wine upon it.
𒇯𒇻𒈠𒆷𒉌𒉺𒀾	du₆-lu-ma la ne₂-pa-aš₂ 	we cannot do the work.'"
𒁹...𒈨𒌍𒂍...	01 ... MEŠ E₂ ... 	1 ... s, the house ... ;
...𒇷𒃻𒀭𒅆	... li GAR-an-ši 	You put (on) her ... 
...𒆷𒀝𒉡𒊌	... la ak-nu-uk 	... I did not seal
𒁹𒀭𒀝𒈗𒅁𒉌𒇽𒊕𒈾𒋗𒈫𒀀𒈾𒊮𒁉𒌷𒆠𒄿...𒈠	{1}-{d}-AG—LUGAL—ib-ni {LU₂}-šak-na ŠU.2 a-na ŠA₃-bi URU ki-i ... ma 	When Nabû-šarra-ibni, the prefect, laid hands on the city, ... 
𒅅𒁲𒁉𒅀𒈠𒀀𒁹𒈠𒈾𒆬𒄀𒁹𒀭𒌍𒋾𒋢𒅅𒁉𒌉𒁹𒀭𒊩𒌆𒃲𒋧𒈾𒀸𒋗𒈫𒇽𒈬𒆸𒋢𒉺𒈨𒌍𒇽𒈬𒆸𒋢𒉺𒈨𒌍𒀀𒈾𒁹𒊓𒋛𒄿𒄩𒍝𒉡𒊭𒌉𒌋𒌋𒌉𒌋𒌋𒌑𒊺𒁉𒆷𒈠𒀀𒈨𒄿𒉡𒊭𒈗𒁁𒉌𒄿𒃮𒁍𒌑𒉌	iq-ṭi-bi-ia ma-a 01 MA.NA KUG.GI {1}-{d}-30—TI-su—iq-bi DUMU {1}-{d}-NIN.GAL—SUM-na ina ŠU.2 {LU₂}-mu-kil—{KUŠ}-PA-MEŠ {LU₂}-mu-kil—{KUŠ}-PA-MEŠ a-na {1}-sa-si-i {LU₂~v}-ha-za-nu ša DUMU—MAN DUMU—MAN u₂-še-bi-la ma-a mi₃-i-nu ša LUGAL be-li₂ i-qab-bu-u₂-ni 	Sîn-balassu-iqbi, son of Nikkal-iddina, has sent 1 mina of gold with a chariot driver to Sasî, the superintendent of the crown prince, saying, 'What is it that the king, my lord, commands?'"
...𒁹𒈜𒇻𒂅𒁹𒀭𒀸𒋩𒍪	... {1}-lib-lu-ṭu {1}-{d}-aš-šur—ZU 	NN, Libluṭu, Aššur-le'i,
𒐐𒆰𒅈𒋙𒀸𒊮𒁉	50 NUMUN ar-šu₂ ina ŠA₃-bi 	50 of sown land under cultivation therein.
𒀭𒌋𒐊𒀯𒈨𒌍𒀭𒌋𒐊...𒀭𒈠𒉣𒃲𒀭𒄖𒍝𒇲𒌑...𒀭𒁁𒆳𒂔𒀭𒁁𒆳...𒀭𒋡𒊏𒁕𒀀𒋼𒀭...𒀭𒆪𒀖𒋫𒈾𒀀𒋼𒀭𒍝𒂷𒂷𒀭𒁕𒅅𒌅𒀭𒂗𒅁𒊑𒀀...	{d}-15—MUL-MEŠ {d}-15 ... {d}-MA.NUN.GAL {d}-GU.ZA.LA₂-u₂ ... {d}-be-lat—EDIN {d}-be-lat—... {d}-qa-ra-da-a-te {d}-... {d}-ku-lit-ta-na-a-te {d}-za-ba₄-ba₄ {d}-da-ik-tu {d}-EN—ib-ri-a ... 	Ištar-of-Stars, Ištar ... , Manungal, Guzalû ... , Belat-ṣeri, Belat-... , the Heroines, ... , the Kulittus, Zababa, Daiktu, Bel-labria ... ; 
𒇻𒀸𒅆𒀸𒋩𒀀𒀀𒋗𒌋𒌓𒉌𒅖𒈛𒋗𒉡𒌒𒌓𒉌𒅅𒈬𒊒	lu ina IGI {LU₂~v}-aš-šur-a.a šu-u-tu₂ ni-iš-luh-šu-nu ar₂-hiš ni-ig-mu-ru 	had it been at the disposal of the Assyrians, we would have retrieved it from them and quickly finished it!
...𒊮𒁉𒆷𒂵𒈨𒇻𒈮𒋰𒇷	... ŠA₃-bi la ga-me-lu muq-tab-li 	... of the unmerciful, fighting heart
𒌗𒀊𒌓𒌋𒌋𒈫𒆚𒅆𒈬𒁹𒌋𒌋𒉡𒆠𒌋𒌋	{ITI}-AB UD 22-KAM₂ lim-mu {1}-man-nu—ki—MAN 	Month Tebet (X), 22nd day, eponym year of Mannu-ki-šarri.
𒅔𒈾𒈥𒀀𒋫𒀀𒀀𒆠𒂊𒆷𒆤𒌓𒀭𒉌𒌓𒀀𒈾𒈗𒂗𒅀𒄿𒉺𒅁𒉺𒊏𒀯𒀸𒁁𒀸𒊺𒊑𒂊𒋾𒄿𒆲𒀀𒈾𒃻𒊺𒊏𒀀𒋾𒄿𒃮𒁉𒋳𒈠...𒄿𒃮𒁉𒌑𒈠𒀀𒀯𒀸𒁁𒆷𒅔𒈾𒈥	in-na-mar a-ta-a a-ke-e la ket-tu₂ an-ni-tu₂ a-na LUGAL EN-ia i-šap-pa-ra {MUL}-dil-bat ina še-re-e-ti i-kun a-na ša₂—še-ra-a-ti i-qab-bi šum-ma ... i-qab-bi u₂-ma-a {MUL}-dil-bat la in-na-mar 	Why does one so deceitfully send such (a report) to the king,  my lord? "Venus is stable in the morning": (this) signifies  "morningtime." If ... , it signifies ... (But) Venus is not  visible at present. 
𒀀𒈾𒌋𒅗𒍝𒁀𒋾...	a-na UGU ṣa-ba-ti ... 	because of the capture ... 
𒀭𒉺𒌆𒀸𒂍𒋗𒈫𒂍𒋗𒈫𒆏𒈫	{d}-PA.TUG₂ ina E₂—ŠU.2 E₂—ŠU.2 KAB MIN 	Nusku in the left side room of ditto.
𒀸𒌺𒋙𒉡𒅖𒈬𒌑𒅅𒋻𒊏𒁍𒈗𒌓𒅗𒊩𒅆𒂟𒈨𒌍𒅗𒈠𒀪𒁹𒅅𒁍𒌋𒀸𒈤𒊑𒅀	ina UKKIN-šu₂-nu iš-mu-u₂ ik-tar-ra-bu LUGAL-ut-ka {MI₂}-SIG₅-MEŠ-ka ma-aʾ-diš iq-bu-u ina mah-ri-ia 	They heard  (this) in their assembly, blessed your kingship, and commended your good deeds greatly in my presence.
𒅆𒁹𒌋𒌋𒈬𒁺𒅔	IGI {1}-MAN—MU—GIN-in 	Witness Šarru-šumu-ka''in.
𒀀𒈾𒈗𒁁𒇷𒉌𒀴𒈨𒌍𒉌𒅗𒁹𒄭𒂵𒅎𒌍𒁹𒀝𒆰𒆷𒉡𒁹𒀭𒀫𒌓𒊩𒅆𒉽𒈨𒌍𒇻𒁲𒈬𒀀𒈾𒈗𒁁𒇷𒉌𒀸𒋩𒀭𒌍𒀭𒃻𒈦𒀭𒀝𒀭𒀫𒌓	a-na LUGAL be-li-ni ARAD-MEŠ-ni-ka {1}-DUG₃.GA—IM—30 {1}-ak-kul-la-nu {1}-{d}-AMAR.UTU—šal-lim—PAB-MEŠ lu DI-mu a-na LUGAL be-li-ni aš-šur {d}-30 {d}-ša₂-maš {d}-AG {d}-AMAR.UTU 	To the king, our lord: your servants, Ṭab-šar-Sin, Akkullanu, and Marduk-šallim-ahhe. Good health to the king, our lord. May Aššur, (Sin), Šamaš, Nabû, Marduk ... bless the king, our lord
𒌗...𒌓𒐈𒄰𒅆𒈬𒁹𒁕𒀜𒁲𒄿𒇽𒅆𒁾	{ITI}-... UD.3.KAM lim-mu {m}-da-ad-di-i {LU₂}-AGRIG 	... , the third day, eponymy of Daddî, the treasurer (622*).
𒁹𒁍𒌋𒍪𒆪𒁴𒈨...𒇽𒃲𒄯𒁉𒇽𒃲𒄯𒁉𒊭𒂍𒃲𒄿𒁕𒀭	01 bu-u-zu ku-dim-me ... {LU₂}-GAL—har-bi {LU₂}-GAL—har-bi ša E₂.GAL i-da-an 	The ploughmaster of the palace gives one glass of cardamom ... 
𒌗𒌋𒌆𒌓𒌋𒌋𒈫𒄰𒅆𒈬𒁹𒂗𒌋𒌋𒀀𒉌𒃻𒆳𒃻𒆳𒌷𒆳𒁀𒀭	{ITI}-DUL UD 22-KAM lim-mu {1}-EN—MAN-a-ni {LU₂~v}-GAR.KUR {LU₂~v}-GAR.KUR {URU}-kur-ba-il₃ 	Month Tishri (VII), 22nd day, eponym year of Bel-šarrani, governor of Kurbail.
𒅆𒁹𒌍𒈾𒆗𒉡...	IGI {1}-30—na-tan-nu ... 	Witness Sin-natannu, ... 
...𒆬𒄀𒀀𒈾𒁕...	... KUG.GI a-na da-... 	... gold for ... 
𒇽𒋃𒀀𒈾𒁹...	{LU₂}-SANGA a-na {1}-... 	the priest ... to NN
...𒆳𒈪𒐉𒅕𒄀𒉌...	... KUR GI₆ 04 ir-gi-ni ... 	x black horses, 4 irginu-coloured ... ,
𒀀𒁲𒂊𒃻𒁹𒀸𒋩𒉽𒀸𒌋𒌋𒆳𒀸𒋩𒆠𒌉𒁹𒀭𒌍𒉽𒈨𒌍𒋢𒌋𒌋𒆳𒀸𒋩𒆠𒈠𒋬𒁹𒁀𒀀𒇻𒌋𒌋𒆳𒀫𒊑𒋬𒁹...𒋬𒆳𒀫𒊑𒃮𒁉𒋙𒌉𒃲...	a-de-e ša₂ {1}-aš-šur—PAB—AŠ MAN KUR—aš-šur {KI} DUMU {1}-{d}-30—PAB-MEŠ—SU MAN KUR—aš-šur {KI} ma TA@v {1}-ba-a-lu MAN {KUR}-ṣur-ri TA@v {1}-... TA@v {KUR}-ṣur-ri gab-bi-šu₂ TUR GAL ... 	The treaty of Esarhaddon, king of Assyria, son of Sennacherib likewise king of Assyria, with Baal, king of Tyre, with ... , his son, and his other sons and grandsons, with all Tyrians, young and old ... 
𒃻𒈫𒀲𒀴𒈨𒌍...	ša₂ 02 ANŠE.NITA₂-MEŠ ... 	of 2 male donkeys ... 
𒅅𒊑𒁁𒋗𒉡𒀸𒂵𒄠𒈬𒊑𒃲𒈨𒌍𒇽𒃻𒊕𒌋𒌋𒈨𒌍𒌌𒋫𒈾𒀝𒈾𒉡𒄊𒈨𒌍𒊭𒌋𒌋𒌑𒈾𒋗𒄣𒈗𒅖𒌅𒆠𒆦𒀭𒉣𒉆𒉪𒊻𒍝𒀀𒀀𒈾𒂍𒃲𒅆𒅖𒊺𒅕𒁹𒈠𒈾𒋫𒀀𒀭𒇡𒉺𒇽𒈨𒌍𒊭𒌋𒌋𒅖𒅆𒌑𒉌𒄿𒆷𒆥𒌑𒌆𒇻𒁄𒋫𒀀𒁲𒌀𒇷𒊭𒇽𒁾𒊬𒌷𒇽𒁾𒊬𒌷𒄿𒆷𒆥	ik-ri-be-šu-nu ina ga-am-mu-ri GAL-MEŠ {LU₂}-ša₂—SAG—MAN-MEŠ ul-ta-na-ak-na-nu GIR₃-MEŠ ša MAN u₂-na-šu-qu LUGAL IŠ-TU KI.KISAL {d}-NUN.NAM.NIR uṣ-ṣa-a a-na E₂.GAL-lim iš-še-er 01 MA.NA.TA.AM₃ ṣar-pa LU₂-MEŠ ša MAN iš-ši-u₂-ni i-la-qi-u₂ {TUG₂}-lu-bul₃-ta a-di til-li-ša {LU₂}-DUB.SAR—URU {LU₂}-DUB.SAR—URU i-la-qi 	Having finished their blessings, the magnates and the royal eunuchs prostrate themselves and kiss the king’s feet. The king leaves the Court of Nunnamnir and goes straight to the palace. The gentlemen who carried the king collect one mina of silver each; the city scribe takes the garment with its appurtenances.
𒌓𒌋𒌋𒄰𒍣𒄿𒉡𒌑𒊓𒊑𒅀𒈫𒌓𒈨𒌍𒈠𒀪𒁕𒄿𒍪𒉡𒌦	UD 20-KAM zi-i-nu u₂-sa-ri-ia 02 UD-MEŠ ma-aʾ-da i-zu-nu-un 	It started to rain on the 20th day, and it rained heavily for two days.
𒌑𒄫𒈠𒁹𒄀𒊒...𒈬𒌁𒉈𒈨𒈬𒌁𒉈𒈨𒊭𒁹𒀭𒌋𒄥𒈬𒆕𒀸𒊮𒁉𒄘𒌦𒍏𒈨𒌍	u₂-piš-ma {1}-gi-ru-... {LU₂~v}-mu-tir—ṭe₃-me {LU₂~v}-mu-tir—ṭe₃-me ša {1}-{d}-U.GUR—MU—DU₃ ina ŠA₃-bi GU₂.UN URUDU-MEŠ 	Giru... , information officer of Nergal-šumu-ibni, has contracted and acquired it for a talent of copper.
𒌌𒌅𒌷𒉺𒁳𒁉𒊑...	ul-tu {URU}-pa-tib-bi-ri ... 	from Patibira ... !
𒀭𒋀𒆠𒈗𒀭𒂗𒆤𒂊𒉈𒈗𒀀𒉌𒁹𒀭𒂗𒍪𒋾𒆷𒁉𒅗𒂵𒄊𒀴𒋀𒀕𒆠𒈠𒌑𒀀𒉣𒆠𒂵𒂍𒈩𒃲𒂍𒆳𒊏𒆠𒆪𒀭𒊩𒌆𒅊𒆤𒈬𒈾𒆕	{d}-nanna lugal {d}-en-lil₂-e-ne lugal-a-ni {m}-{d}-EN.ZU-TI.LA.BI-DU₁₁.GA šagina urim₂ {ki} ma u₂-a eridug {ki} ga e₂-kišib-gal-e₂-kur-ra ki-tuš {d}-nin-imma₃-ke₄ mu-na-du₃ 	(For) the god Nanna, king of the Enlil (circle of) gods, his lord: Sîn-balāssu-iqbi, viceroy of Ur, who provides for Eridu, built Ekišibgalekura, the abode of the god Ninimma.
